name,citation,directory_id,act_id,repealed,url
Prevention of Cruelty to Animals Act,"RSBC 1996, c 372",96372,96372_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96372_01
Prisons and Reformatories Act (Canada),,8520,8520_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/8520_01
Privacy Act,"RSBC 1996, c 373",96373,96373_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96373_01
Private Career Training Institutions Act,"SBC 2003, c 79",03079,03079_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03079_01
Private Investigators and Security Agencies Act,"RSBC 1996, c 374",96374rep,96374rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96374rep_01
Private Managed Forest Land Act,"SBC 2003, c 80",03080,03080_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03080_01
Private Post-Secondary Education Act,"RSBC 1996, c 375",96375rep,96375rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96375rep_01
Private Training Act,"SBC 2015, c 5",15005_a,15005,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15005
Probate Fee Act,"SBC 1999, c 4",99004,99004_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/99004_01
Probate Recognition Act,"RSBC 1996, c 376",96376,96376_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96376_01
Procurement Services Act,"SBC 2003, c 22",03022,03022_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03022_01
Professional Governance Act,"SBC 2018, c 47",1558731880,18047,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/18047
Profits of Criminal Notoriety Act,"SBC 2016, c 24",581626513,16024_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/16024_01
Property Law Act,"RSBC 1996, c 377",96377,96377_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96377_01
Property Transfer Tax Act,"RSBC 1996, c 378",96378,96378_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96378_01
Protected Areas Forests Compensation Act,"SBC 2002, c 51",02051,02051_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02051_01
Protected Areas of British Columbia Act,"SBC 2000, c 17",00017,00017_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/00017_00_multi
Protection of Public Participation Act,"SBC 2001, c 19",01019rep,01019rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/01019rep_01
Protection of Public Participation Act,"SBC 2019, c 3",260283436,19003,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/19003
Provincial Capital Commission Dissolution Act,"SBC 2014, c 1",001400101,14001_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14001_01
Provincial Court Act,"RSBC 1996, c 379",96379,96379_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96379_01
Provincial Immigration Programs Act,"SBC 2015, c 37",15037act,15037,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15037
Provincial Sales Tax Act,"SBC 2012, c 35",1923805551,12035_15_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12035_15_multi
Pacific North Coast Native Cooperative Act,"RSBC 1996, c 343",96343rep,96343rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96343rep_01
Parental Liability Act,"SBC 2001, c 45",01045,01045_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/01045_01
Parental Responsibility Act,"SBC 2001, c 45",1001942276,01045_01a,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/01045_01a
Park Act,"RSBC 1996, c 344",96344,96344_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96344_01
Park (Regional) Act,"RSBC 1996, c 345",96345rep,96345rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96345rep_01
Parole Act,"RSBC 1996, c 346",96346rep,96346rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96346rep_01
Partition of Property Act,"RSBC 1996, c 347",96347,96347_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96347_01
Partnership Act,"RSBC 1996, c 348",96348,96348_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96348_01
Passenger Transportation Act,"SBC 2004, c 39",04039,04039_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04039_01
Queen's Counsel Act,"RSBC 1996, c 393",96393,96393a_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96393a_01
Queen's Printer Act,"RSBC 1996, c 394",96394,96394_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96394_01
Railway Act,"RSBC 1996, c 395",96395,96395_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96395_01
Railway Safety Act,"SBC 2004, c 8",04008,04008_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04008_01
Range Act,"RSBC 1996, c 396",96396rep,96396rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96396rep_01
Range Act,"SBC 2004, c 71",04071,04071_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04071_01
Real Estate Act,"RSBC 1996, c 397",96397rep,96397rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96397rep_01
Real Estate Development Marketing Act,"SBC 2004, c 41",04041,04041_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04041_01
Real Estate Services Act,"SBC 2004, c 42",04042,04042_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01
Recall and Initiative Act,"RSBC 1996, c 398",96398,96398_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96398_00_multi
Recreational Facility Act,"RSBC 1996, c 399",96399,96399_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96399_01
Red Tape Reduction Day Act,"SBC 2015, c 36",15036act,15036,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15036
Referendum Act,"RSBC 1996, c 400",96400,96400_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96400_01
Refugee Settlement Act,"RSBC 1996, c 401",96401rep,96401rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96401rep_01
Regulations Act,"RSBC 1996, c 402",96402,96402_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96402_01
Regulatory Impact Statement Act,"SBC 1999, c 19",99019rep,99019rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/99019rep_01
Regulatory Reporting Act,"SBC 2011, c 28",11028,11028_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/11028_01
Rent Distress Act,"RSBC 1996, c 403",96403,96403_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96403_01
Repairers Lien Act,"RSBC 1996, c 404",96404,96404_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96404_01
Representation Agreement Act,"RSBC 1996, c 405",96405,96405_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96405_01
Representative for Children and Youth Act,"SBC 2006, c 29",06029,06029_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/06029_01
Residential Tenancy Act,"RSBC 1996, c 406",96406rep,96406rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96406rep_01
Residential Tenancy Act,"SBC 2002, c 78",02078,02078_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02078_01
Resort Associations Act,"RSBC 1996, c 320",96320,96320_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96320_01
Resort Municipality of Whistler Act,"RSBC 1996, c 407",96407,96407_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96407_01
Resort Timber Administration Act,"SBC 2006, c 30",06030,06030_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/06030_01
Riparian Areas Protection Act,"SBC 1997, c 21",653848017,97021_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/97021_01
Riverbank Protection Act,"RSBC 1996, c 408",96408rep,96408rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96408rep_01
Royal Roads University Act,"RSBC 1996, c 409",96409,96409_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96409_01
Safe Streets Act,"SBC 2004, c 75",04075,04075_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04075_01
Safety Authority Act,"SBC 2003, c 38",03038,03038_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03038_01
Safety Standards Act,"SBC 2003, c 39",03039,03039_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03039_01
Sale of Goods Act,"RSBC 1996, c 410",96410,96410_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96410_01
Scholarship Act,"RSBC 1996, c 411",96411rep,96411rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96411rep_01
School Act,"RSBC 1996, c 412",96412,96412_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96412_00_multi
School District Capital Finance Act,"RSBC 1996, c 413",96413rep,96413rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96413rep_01
Science and Technology Fund Act,"RSBC 1996, c 414",96414rep,96414rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96414rep_01
Science Council Act,"RSBC 1996, c 415",96415tca,96415tca_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96415tca_01
Sechelt Indian Government District Enabling Act,"RSBC 1996, c 416",96416,96416_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96416_01
Sechelt Indian Government District Home Owner Grant Act,"RSBC 1996, c 417",96417,96417_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96417_01
Secure Care Act,"SBC 2000, c 28",00028ph,00028,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/00028
Securities Act,"RSBC 1996, c 418",96418,96418_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96418_01
Securities Act,"SBC 2004, c 43",04043ph,04043,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04043
Securities (Forged Transfer) Act,"RSBC 1996, c 419",96419,96419_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96419_01
Securities Transfer Act,"SBC 2007, c 10",07010,07010_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/07010_01
Security Services Act,"SBC 2007, c 30",07030,07030_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/07030_01
Seed Grower Act,"RSBC 1996, c 420",96420rep,96420rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96420rep_01
Seed Potato Act,"RSBC 1996, c 421",96421,96421_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96421_01
Senior Citizen Automobile Insurance Grant Act,"RSBC 1996, c 422",96422,96422_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96422_01
Seniors Advisory Council Act,"RSBC 1996, c 423",96423rep,96423rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96423rep_01
Seniors Advocate Act,"SBC 2013, c 15",470819094,13015_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/13015_01
Settlement of International Investment Disputes Act,"SBC 2006, c 16",06016,06016_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/06016_01
Sex Offender Registry Act,"SBC 2001, c 21",01021ph,01021,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/01021
Sexual Violence and Misconduct Policy Act,"SBC 2016, c 23",809013415,16023_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/16023_01
Shelter Aid for Elderly Renters Act,"RSBC 1996, c 424",96424,96424_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96424_01
Sheriff Act,"RSBC 1996, c 425",96425,96425_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96425_01
Significant Projects Streamlining Act,"SBC 2003, c 100",03100,03100_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03100_01
Skagit Environmental Enhancement Act,"RSBC 1996, c 426",96426,96426_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96426_01
Skilled Trades BC Act,"SBC 2022, c 4",1045349472,22004,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/22004
Skills Development and Fair Wage Act,"RSBC 1996, c 427",96427rep,96427rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96427rep_01
Small Business Development Act,"RSBC 1996, c 428",96428rep,96428rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96428rep_01
Small Business Venture Capital Act,"RSBC 1996, c 429",96429,96429_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96429_01
Small Claims Act,"RSBC 1996, c 430",96430,96430_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96430_01
Social Service Tax Act,"RSBC 1996, c 431",96431,96431_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96431_01
Social Workers Act,"RSBC 1996, c 432",96432rep,96432,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96432
Social Workers Act,"SBC 2008, c 31",08031,08031_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/08031_01
Societies Act,"SBC 2015, c 18",15018,15018_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15018_01
Society Act,"RSBC 1996, c 433",96433,96433_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96433_01
Soil Conservation Act,"RSBC 1996, c 434",96434rep,96434rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96434rep_01
South Coast British Columbia Transportation Authority Act,"SBC 1998, c 30",98030,98030_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98030_01
"South Coast British Columbia Transportation Authority Amendment Act, 2012","SBC 2012, c 33",1629766818,12033_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12033_01
South Coast British Columbia Transportation Authority Funding Referenda Act,"SBC 2014, c 20",140201648,14020,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14020
South Moresby Implementation Account Act,"RSBC 1996, c 435",96435rep,96435rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96435rep_01
Southern Interior Development Initiative Trust Act,"SBC 2005, c 39",05039,05039_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/05039_01
Special Accounts Appropriation and Control Act,"RSBC 1996, c 436",96436,96436_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96436_01
Special Appropriations Act,"RSBC 1996, c 437",96437rep,96437rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96437rep_01
Special Enterprise Zone and Tax Relief Act,"RSBC 1996, c 438",96438rep,96438rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96438rep_01
Special Wine Store Licence Auction Act,"SBC 2015, c 20",15020a,15020,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15020
Speculation and Vacancy Tax Act,"SBC 2018, c 46",698374617,18046,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/18046
Statistics Act,"RSBC 1996, c 439",96439,96439_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96439_01
Statute Revision Act,"RSBC 1996, c 440",96440,96440_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96440_01
Statute Uniformity Act,"RSBC 1996, c 441",96441,96441_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96441_01
Strata Property Act,"SBC 1998, c 43",98043,98043_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00_multi
Subpoena (Interprovincial) Act,"RSBC 1996, c 442",96442,96442_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96442_01
Succession Duty Repeal Act,"1977, c 20",1766252618,77020_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/77020_01
Supreme Court Act,"RSBC 1996, c 443",96443,96443_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96443_01
Survivorship and Presumption of Death Act,"RSBC 1996, c 444",96444,96444a_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96444a_01
Sustainable Environment Fund Act,"RSBC 1996, c 445",96445,96445_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96445_01
System Act,"RSBC 1996, c 446",96446rep,96446rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96446rep_01
Tax and Consumer Rate Freeze Act,"RSBC 1996, c 447",96447exp,96447exp_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96447exp_01
Taxation (Rural Area) Act,"RSBC 1996, c 448",96448,96448_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96448_01
Teachers Act,"SBC 2011, c 19",170718998,11019_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/11019_01
Teaching Profession Act,"RSBC 1996, c 449",96449,96449_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96449_01
Technical University of British Columbia Act,"SBC 1997, c 54",97054rep,97054rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/97054rep_01
Telephone (Rural) Act,"RSBC 1996, c 450",96450rep,96450rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96450rep_01
Temporary Foreign Worker Protection Act,"SBC 2018, c 45",1641743649,18045,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/18045
Terry Fox Day Act,"SBC 2014, c 30",14030,14030_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14030_01
The Hunting and Fishing Heritage Act,"SBC 2002, c 79",02079a,02079_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02079_01
Thompson Rivers University Act,"SBC 2005, c 17",05017,05017_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/05017_01
Ticket Sales Act,"SBC 2019, c 13",533158925,19013,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/19013
Tla'amin Final Agreement Act,"SBC 2013, c 2",1127391298,13002_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/13002_00_multi
Tobacco and Vapour Products Control Act,"RSBC 1996, c 451",1764702398,96451_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96451_01
Tobacco Control Act,"RSBC 1996, c 451",96451,96451a_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96451a_01
Tobacco Damages and Health Care Costs Recovery Act,"SBC 1997, c 41",1027309221,97041_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/97041_01
Tobacco Damages and Health Care Costs Recovery Act,"SBC 2000, c 30",00030,00030_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/00030_01
Tobacco Damages Recovery Act,"SBC 1997, c 41",97041tc,97041tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/97041tc_01
Tobacco Fee Act,"SBC 1998, c 46",98046rep,98046rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98046rep_01
Tobacco Sales Act,"RSBC 1996, c 451",96451tc,96451tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96451tc_01
Tobacco Tax Act,"RSBC 1996, c 452",96452,96452_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96452_01
Tourism Act,"RSBC 1996, c 453",96453,96453_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96453_01
Tourism British Columbia Act,"SBC 1997, c 13",97013,97013_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/97013_01
Tourist Accommodation (Assessment Relief) Act,"RSBC 1996, c 454",96454,96454_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96454_01
Trade and Convention Centre Act,"RSBC 1996, c 455",96455rep,96455rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96455rep_01
Trade Development Corporation Act,"RSBC 1996, c 456",96456rep,96456rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96456rep_01
Trade Practice Act,"RSBC 1996, c 457",96457rep,96457rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96457rep_01
"Trade, Investment and Labour Mobility Agreement Implementation Act","SBC 2008, c 39",08039,08039_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/08039_01
Transmission Corporation Act,"SBC 2003, c 44",03044,03044_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03044_01
Transport of Dangerous Goods Act,"RSBC 1996, c 458",96458,96458_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96458_01
Transportation Act,"SBC 2004, c 44",04044,04044_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04044_01
Transportation Investment Act,"SBC 2002, c 65",02065,02065_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02065_01
Travel Agents Act,"RSBC 1996, c 459",96459rep,96459rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96459rep_01
Travel Regulation Act,"RSBC 1996, c 460",96460rep,96460rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96460rep_01
Treaty Commission Act,"RSBC 1996, c 461",96461,96461_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96461_01
Treaty First Nation Taxation Act,"SBC 2007, c 38",07038,07038_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/07038_01
Trespass Act,"RSBC 1996, c 462",96462,96462_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96462_01
Trespass Act,"RSBC 2018, c 3",1090266266,18003,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/18003
Trust and Settlement Variation Act,"RSBC 1996, c 463",96463,96463_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96463_01
Trustee Act,"RSBC 1996, c 464",96464,96464_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96464_01
Trustee (Church Property) Act,"RSBC 1996, c 465",96465,96465_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96465_01
Tsawwassen First Nation Final Agreement Act,"SBC 2007, c 39",07039,07039_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/07039_00_multi
Tugboat Worker Lien Act,"RSBC 1996, c 466",96466,96466_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96466_01
Tuition Fee Freeze Act,"SBC 2000, c 4",00004exp,00004exp_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/00004exp_01
Ukrainian Famine and Genocide (Holodomor) Memorial Day Act,"SBC 2019, c 37",908081192,19037,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/19037
Unclaimed Money Act,"RSBC 1996, c 467",96467rep,96467rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96467rep_01
Unclaimed Property Act,"SBC 1999, c 48",99048,99048_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/99048_01
University Act,"RSBC 1996, c 468",96468,96468_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96468_01
University Endowment Land Act,"RSBC 1996, c 469",96469,96469_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96469_01
University Endowment Land Park Act,"RSBC 1996, c 470",96470rep,96470rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96470rep_01
University Foundations Act,"RSBC 1996, c 471",96471,96471_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96471_01
University of Northern British Columbia Act,"RSBC 1996, c 472",96472rep,96472rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96472rep_01
Utilities Commission Act,"RSBC 1996, c 473",96473,96473_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96473_01
Vancouver Charter,"SBC 1953, c 55",vanch,vanch_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/vanch_00_multi
Vancouver Island Natural Gas Pipeline Act,"RSBC 1996, c 474",96474,96474_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96474_01
Vancouver Tourism Levy Enabling Act,"SBC 2004, c 29",04029,04029_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04029_01
Venereal Disease Act,"RSBC 1996, c 475",96475rep,96475rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96475rep_01
Veterinarians Act,"RSBC 1996, c 476",96476,96476_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96476_01
Veterinarians Act,"SBC 2010, c 15",10015,10015_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/10015_01
Veterinary Drugs Act,"RSBC 1996, c 363",96363,96363_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96363_01
Veterinary Drugs Act,"RSBC 2018, c 2",886190449,18002,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/18002
Veterinary Laboratory Act,"RSBC 1996, c 477",96477rep,96477rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96477rep_01
Victims of Crime Act,"RSBC 1996, c 478",96478,96478_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96478_01
Video Games Act,"SBC 2001, c 22",01022rep,01022rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/01022rep_01
Vital Statistics Act,"RSBC 1996, c 479",96479,96479_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96479_01
Voluntary Blood Donations Act,"SBC 2018, c 30",512243461,18030,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/18030
Warehouse Lien Act,"RSBC 1996, c 480",96480,96480_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96480_01
Warehouse Receipt Act,"RSBC 1996, c 481",96481,96481_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96481_01
Waste Management Act,"RSBC 1996, c 482",96482rep,96482rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96482rep_01
Water Act,"RSBC 1996, c 483",96483,96483_01a,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96483_01a
Water Protection Act,"RSBC 1996, c 484",96484,96484_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96484_01
