name,citation,directory_id,act_id,repealed,url
FNCIDA Implementation Act,"SBC 2012, c 21",1445604048,12021_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12021_01
Food and Agricultural Products Classification Act,"SBC 2016, c 1",2138767671,16001,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/16001
Food Choice and Disclosure Act,"RSBC 1996, c 152",96152rep,96152rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96152rep_01
Food Delivery Service Fee Act,"SBC 2022, c 30",934987227,22030,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/22030
Food Donor Encouragement Act,"SBC 1997, c 8",97008,97008_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/97008_01
Food Products Standards Act,"RSBC 1996, c 153",96153,96153_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96153_01
Food Safety Act,"SBC 2002, c 28",02028,02028_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02028_01
Foreign Arbitral Awards Act,"RSBC 1996, c 154",96154,96154_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96154_01
Foreign Money Claims Act,"RSBC 1996, c 155",96155,96155_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96155_01
Forensic Psychiatry Act,"RSBC 1996, c 156",96156,96156_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96156_01
Forest Act,"RSBC 1996, c 157",96157,96157_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96157_00_multi
Forest and Range Practices Act,"SBC 2002, c 69",02069,02069_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02069_01
Forest Land Reserve Act,"RSBC 1996, c 158",96158rep,96158rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96158rep_01
Forest Practices Code of British Columbia Act,"RSBC 1996, c 159",96159,96159_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96159_01
Forest Renewal Act,"RSBC 1996, c 160",96160rep,96160rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96160rep_01
Forest Stand Management Fund Act,"RSBC 1996, c 161",96161,96161_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96161_01
Foresters Act,"RSBC 1996, c 162",96162rep,96162rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96162rep_01
Foresters Act,"SBC 2003, c 19",03019,03019_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03019_01
Forestry Revitalization Act,"SBC 2003, c 17",03017,03017_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03017_01
Forestry Service Providers Protection Act,"SBC 2010, c 16",941201049,10016_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/10016_01
Franchises Act,"SBC 2015, c 35",15035act,15035,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15035
Fraudulent Conveyance Act,"RSBC 1996, c 163",96163,96163_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96163_01
Fraudulent Preference Act,"RSBC 1996, c 164",96164,96164_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96164_01
Freedom of Information and Protection of Privacy Act,"RSBC 1996, c 165",96165,96165_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96165_00_multi
Frustrated Contract Act,"RSBC 1996, c 166",96166,96166_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96166_01
Fuel Price Transparency Act,"SBC 2019, c 46",1868808288,19046,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/19046
Fur Farm Act,"RSBC 1996, c 167",96167,96167_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96167_01
Family Compensation Act,"RSBC 1996, c 126",96126,96126_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96126_01
Family Day Act,"SBC 2012, c 24",950549314,12024_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12024_01
Family Law Act,"SBC 2011, c 25",11016,11025_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/11025_00_multi
Family Maintenance Enforcement Act,"RSBC 1996, c 127",96127,96127_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96127_01
Family Relations Act,"RSBC 1996, c 128",96128,96128rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96128rep_01
Farm Distress Assistance Act,"RSBC 1996, c 129",96129rep,96129rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96129rep_01
Farm Income Insurance Act,"RSBC 1996, c 130",96130,96130_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96130_01
Farm Practices Protection (Right to Farm) Act,"RSBC 1996, c 131",96131,96131_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96131_01
Farm Product Industry Act,"RSBC 1996, c 132",96132rep,96132rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96132rep_01
Farmers and Womens Institutes Act,"RSBC 1996, c 133",96133,96133_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96133_01
Farming and Fishing Industries Development Act,"RSBC 1996, c 134",96134,96134_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96134_01
Federal Courts Jurisdiction Act,"RSBC 1996, c 135",96135,96135_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96135_01
Federal Port Development Act,"SBC 2015, c 3",15003_a,15003,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15003
Ferry Act,"RSBC 1996, c 136",96136rep,96136rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96136rep_01
Ferry Corporation Act,"RSBC 1996, c 137",96137rep,96137rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96137rep_01
"Finance Statutes Amendment Act, 2011","SBC 2011, c 29",944600148,11029_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/11029_01
Financial Administration Act,"RSBC 1996, c 138",96138,96138_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96138_01
Financial Disclosure Act,"RSBC 1996, c 139",96139,96139_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96139_01
Financial Information Act,"RSBC 1996, c 140",96140,96140_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96140_01
Financial Institutions Act,"RSBC 1996, c 141",96141,96141_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96141_00_multi
Game Farm Act,"RSBC 1996, c 168",96168,96168_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96168_01
Gaming Control Act,"SBC 2002, c 14",02014,02014_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02014_01
Gaming Control Act,"SBC 2022, c 29",723702428,22029,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/22029
Gas Safety Act,"RSBC 1996, c 169",96169rep,96169rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96169rep_01
Gas Utility Act,"RSBC 1996, c 170",96170,96170_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96170_01
Geothermal Resources Act,"RSBC 1996, c 171",96171,96171_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96171_01
Good Samaritan Act,"RSBC 1996, c 172",96172,96172_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96172_01
Government Buildings Act,"RSBC 1996, c 311",96311,96311_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96311_01
Grains and Oilseeds Revenue Protection Plan Trust Fund Act,"RSBC 1996, c 173",96173rep,96173rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96173rep_01
Grasshopper Control Act,"RSBC 1996, c 174",96174rep,96174rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96174rep_01
Grazing Enhancement Special Account Act,"RSBC 1996, c 175",96175rep,96175rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96175rep_01
Great Bear Rainforest (Forest Management) Act,"SBC 2016, c 16",1614465490,16016,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/16016
Greater Vancouver Sewerage and Drainage District Act,"SBC 1956, c 59",838620055,56059_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/56059_01
Greater Vancouver Transportation Authority Act,"SBC 1998, c 30",98030tc,98030tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98030tc_01
Greater Vancouver Water District Act,"SBC 1924, c 22",892472848,24022_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/24022_01
Greenbelt Act,"RSBC 1996, c 176",96176,96176_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96176_01
Greenhouse Gas Industrial Reporting and Control Act,"SBC 2014, c 29",14029,14029_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14029_01
Greenhouse Gas Reduction (Cap and Trade) Act,"SBC 2008, c 32",08032,08032_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/08032_01
Greenhouse Gas Reduction (Renewable and Low Carbon Fuel Requirements) Act,"SBC 2008, c 16",08016,08016_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/08016_01
Greenhouse Gas Reduction Targets Act,"SBC 2007, c 42",375036801,07042a_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/07042a_01
Greenhouse Gas Reduction (Vehicle Emissions Standards) Act,"SBC 2008, c 21",08021ph,08021,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/08021
Guide Animal Act,"RSBC 1996, c 177",96177,96177_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96177_01
Guide Dog and Service Dog Act,"SBC 2015, c 17",15017a,15017,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15017
Gunshot and Stab Wound Disclosure Act,"SBC 2010, c 7",10007,10007_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/10007_01
Health Care (Consent) and Care Facility (Admission) Act,"RSBC 1996, c 181",96181,96181_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96181_01
Health Care Costs Recovery Act,"SBC 2008, c 27",08027,08027_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/08027_01
Health Emergency Act,"RSBC 1996, c 182",96182tc,96182tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96182tc_01
Health Professions Act,"RSBC 1996, c 183",96183,96183_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96183_01
Health Professions and Occupations Act,"SBC 2022, c 43",1665129340,22043,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/22043
Health Research Foundation Act,"RSBC 1996, c 184",96184rep,96184rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96184rep_01
Health Sector Partnerships Agreement Act,"SBC 2003, c 93",03093,03093_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03093_01
Health Special Account Act,"RSBC 1996, c 185",96185,96185_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96185_01
Hearing Aid Act,"RSBC 1996, c 186",96186,801738368,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/801738368
Heritage Conservation Act,"RSBC 1996, c 187",96187,96187_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96187_01
Highway Act,"RSBC 1996, c 188",96188rep,96188rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96188rep_01
Highway (Industrial) Act,"RSBC 1996, c 189",96189tc,96189tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96189tc_01
Highway Scenic Improvement Act,"RSBC 1996, c 190",96190rep,96190rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96190rep_01
Holiday Shopping Regulation Act,"RSBC 1996, c 191",96191rep,96191rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96191rep_01
Holocaust Memorial Day Act,"SBC 2000, c 3",00003,00003_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/00003_01
Home Conversion and Leasehold Loan Act,"RSBC 1996, c 192",96192rep,96192rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96192rep_01
Home Mortgage Assistance Program Act,"RSBC 1996, c 193",96193rep,96193rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96193rep_01
Home Owner Grant Act,"RSBC 1996, c 194",96194,96194_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96194_01
Home Purchase Assistance Act,"RSBC 1996, c 195",96195rep,96195rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96195rep_01
Homeowner Interest Assistance Act,"RSBC 1996, c 196",96196rep,96196rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96196rep_01
Homeowner Protection Act,"SBC 1998, c 31",98031,98031_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98031_01
Homestead Act,"RSBC 1996, c 197",96197rep,96197rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96197rep_01
Horse Racing Act,"RSBC 1996, c 198",96198rep,96198rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96198rep_01
Horse Racing Tax Act,"RSBC 1996, c 199",96199rep,96199rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96199rep_01
Hospital Act,"RSBC 1996, c 200",96200,96200_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96200_01
Hospital (Auxiliary) Act,"RSBC 1996, c 201",96201rep,96201rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96201rep_01
Hospital District Act,"RSBC 1996, c 202",96202,96202_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96202_01
Hospital District Finance Act,"RSBC 1996, c 203",96203rep,96203rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96203rep_01
Hospital Insurance Act,"RSBC 1996, c 204",96204,96204_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96204_01
Hotel Guest Registration Act,"RSBC 1996, c 205",96205,96205_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96205_01
Hotel Keepers Act,"RSBC 1996, c 206",96206,96206_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96206_01
Hotel Room Tax Act,"RSBC 1996, c 207",96207,96207_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96207_01
Housing Construction (Elderly Citizens) Act,"RSBC 1996, c 208",96208rep,96208rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96208rep_01
Housing Supply Act,"SBC 2022, c 38",875934641,22038,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/22038
Human Resource Facility Act,"RSBC 1996, c 209",96209,96209_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96209_01
Human Rights Code,"RSBC 1996, c 210",96210,96210_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96210_01
Human Tissue Gift Act,"RSBC 1996, c 211",96211,96211_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96211_01
Hunting and Fishing Heritage Act,"SBC 2002, c 79",02079,00_02079_01a,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/00_02079_01a
Hydro and Power Authority Act,"RSBC 1996, c 212",96212,96212_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96212_01
Hydro and Power Authority Privatization Act,"RSBC 1996, c 213",96213rep,96213rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96213rep_01
Hydro Power Measures Act,"RSBC 1996, c 214",96214,96214_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96214_01
Haida Gwaii Reconciliation Act,"SBC 2010, c 17",100017,10017_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/10017_01
Hairdressers Act,"RSBC 1996, c 178",96178tc,96178tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96178tc_01
Health Act,"RSBC 1996, c 179",96179,96179_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96179_01
Health and Social Services Delivery Improvement Act,"SBC 2002, c 2",02002,02002_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02002_01
Health Authorities Act,"RSBC 1996, c 180",96180,96180_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96180_01
International Financial Business (Tax Refund) Act,"RSBC 1996, c 235",96235rep,96235rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96235rep_01
International Interests in Mobile Equipment (Aircraft Equipment) Act,"SBC 2011, c 12",11012,11012_00,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/11012_00
International Sale of Goods Act,"RSBC 1996, c 236",96236,96236_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96236_01
International Trusts Act,"RSBC 1996, c 237",96237,96237_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96237_01
Interpretation Act,"RSBC 1996, c 238",96238,96238_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96238_01
Intimate Images Protection Act,"SBC 2023, c 11",866057850,23011,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/23011
Islands Trust Act,"RSBC 1996, c 239",96239,96239_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96239_01
InBC Investment Corp. Act,"SBC 2021, c 13",447580163,21013,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/21013
Income Tax Act,"RSBC 1996, c 215",96215,96215_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96215_00_multi
Income Trust Liability Act,"SBC 2006, c 14",06014,06014_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/06014_01
Independent School Act,"RSBC 1996, c 216",96216,96216_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96216_01
Indian Advisory Act,"RSBC 1996, c 217",96217,96217_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96217_01
Indian Cut-off Lands Disputes Act,"RSBC 1996, c 218",96218,96218_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96218_01
Indian Self Government Enabling Act,"RSBC 1996, c 219",96219,96219_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96219_01
Industrial Development Act,"RSBC 1996, c 220",96220,96220_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96220_01
Industrial Development Incentive Act,"RSBC 1996, c 221",96221rep,96221rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96221rep_01
Industrial Operation Compensation Act,"RSBC 1996, c 222",96222,96222_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96222_01
Industrial Roads Act,"RSBC 1996, c 189",96189,96189_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96189_01
Industry Training and Apprenticeship Act,"SBC 1997, c 50",97050rep,97050rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/97050rep_01
Industry Training Authority Act,"SBC 2003, c 34",03034,03034_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03034_01
Infants Act,"RSBC 1996, c 223",96223,96223_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96223_01
Information Management Act,"SBC 2015, c 27",15027a,15027,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15027
Innovate BC Act,"RSBC 1996, c 415",1573330897,96415_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96415_01
Innovation and Science Council Act,"RSBC 1996, c 415",96415tcb,96415tcb_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96415tcb_01
Inquiry Act,"RSBC 1996, c 224",96224rep,96224rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96224rep_01
Institute of Technology Act,"RSBC 1996, c 225",96225rep,96225rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96225rep_01
Insurance Act,"RSBC 1996, c 226",96226,96226rep_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96226rep_01
Insurance Act,"RSBC 2012, c 1",1886088271,12001_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12001_00_multi
Insurance (Captive Company) Act,"RSBC 1996, c 227",96227,96227_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96227_01
Insurance Corporation Act,"RSBC 1996, c 228",96228,96228_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96228_01
Insurance for Crops Act,"RSBC 1996, c 229",96229,96229_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96229_01
Insurance (Marine) Act,"RSBC 1996, c 230",96230,96230rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96230rep_01
Insurance (Motor Vehicle) Act,"RSBC 1996, c 231",96231tc,96231tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96231tc_01
Insurance Premium Tax Act,"RSBC 1996, c 232",96232,96232_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96232_01
Insurance (Vehicle) Act,"RSBC 1996, c 231",96231,96231_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96231_01
Integrated Pest Management Act,"SBC 2003, c 58",03058,03058_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03058_01
Interjurisdictional Support Orders Act,"SBC 2002, c 29",02029,02029_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02029_01
International Business Activity Act,"SBC 2004, c 49",105633847,04049_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04049_01
International Commercial Arbitration Act,"RSBC 1996, c 233",96233,96233_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96233_01
International Financial Activity Act,"SBC 2004, c 49",04049,04049tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04049tc_01
International Financial Business Act,"RSBC 1996, c 234",96234rep,96234rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96234rep_01
Job Protection Act,"RSBC 1996, c 240",96240,96240_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96240_01
Judicial Compensation Act,"SBC 2003, c 59",03059,03059_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03059_01
Judicial Review Procedure Act,"RSBC 1996, c 241",96241,96241_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96241_01
Jury Act,"RSBC 1996, c 242",96242,96242_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96242_01
Justice Administration Act,"RSBC 1996, c 243",96243,96243_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96243_01
Justice Reform and Transparency Act,"SBC 2013, c 7",440216704,13007,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/13007
King's Counsel Act,"RSBC 1996, c 393",442240897,96393_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96393_01
Knowledge Network Corporation Act,"SBC 2007, c 22",07022,07022_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/07022_01
Local Government Bylaw Notice Enforcement Act,"SBC 2003, c 60",03060,03060_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03060_01
Local Government Grants Act,"RSBC 1996, c 275",96275,96275_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96275_01
Local Services Act,"RSBC 1996, c 276",96276,96276_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96276_01
Logging Tax Act,"RSBC 1996, c 277",96277,96277_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96277_01
Lottery Act,"RSBC 1996, c 278",96278rep,96278rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96278rep_01
Lottery Corporation Act,"RSBC 1996, c 279",96279rep,96279rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96279rep_01
Low Carbon Fuels Act,"SBC 2022, c 21",654956955,22021,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/22021
Laboratory Services Act,"SBC 2014, c 8",14008act,14008,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14008
Labour Mobility Act,"SBC 2009, c 20",09020,09020_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/09020_01
Labour Relations Code,"RSBC 1996, c 244",96244,96244_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96244_01
Land Act,"RSBC 1996, c 245",96245,96245_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96245_01
Land Owner Transparency Act,"SBC 2019, c 23",1310115614,19023,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/19023
Land Reserve Commission Act,"SBC 1999, c 14",99014rep,99014rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/99014rep_01
Land Settlement and Development (Repeal) Act,"SBC 1968, c 23",1130386359,68023,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/68023
Land (Spouse Protection) Act,"RSBC 1996, c 246",96246,96246_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96246_01
Land Survey Act,"RSBC 1996, c 247",96247,96247_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96247_01
Land Surveyors Act,"RSBC 1996, c 248",96248,96248_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96248_01
Land Tax Deferment Act,"RSBC 1996, c 249",96249,96249_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96249_01
Land Title Act,"RSBC 1996, c 250",96250,96250_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00_multi
Land Title and Survey Authority Act,"SBC 2004, c 66",04066,04066_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04066_01
Land Title Inquiry Act,"RSBC 1996, c 251",96251,96251_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96251_01
Land Transfer Form Act,"RSBC 1996, c 252",96252,96252_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96252_01
Law and Equity Act,"RSBC 1996, c 253",96253,96253_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96253_01
Law Reform Commission Act,"RSBC 1996, c 254",96254,96254_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96254_01
